Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link,Date,Stolen,Model Year,Damage Severity
Mazda,Familia,Yes,1750.0,175507.0,0.0," Glass Broken, Interior Damage, Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006754667/2000-mazda-familia-sport-20-hatch?referringPage=SearchResults,2023-11-10,Yes,2000,Light
Lexus,IS250,Yes,800.0,109770.0,1.0," Stolen & Recovered, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006754742/2009-lexus-is250-sedan?referringPage=SearchResults,2023-10-25,Yes,2009,Light
Honda,Accord,Yes,1300.0,331146.0,0.0," Ignition Damage, Impact Medium - Front, Impact Light - Right Side, Stolen & Recovered, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006754751/2001-honda-accord-euro-r-sedan?referringPage=SearchResults,2023-09-20,Yes,2001,Medium
Mazda,Bounty,Yes,1050.0,308095.0,1.0," Engine Damage, Ignition Damage, Right Side Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","5spd Manual,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006754815/2006-mazda-bounty-d-cab-w-s-4wd-dx-ab-dual-cab-utility?referringPage=SearchResults,2023-09-20,Yes,2006,Light
Mazda,Axela,Yes,650.0,236825.0,1.0," Left Side Damage, Impact Heavy - Left Side, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006754904/2005-mazda-axela-hatch?referringPage=SearchResults,2023-09-20,No,2005,Heavy
Mazda,MAZDA3,Yes,3275.0,1.0,0.0," Ignition Damage, Stolen & Recovered, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006754998/2011-mazda-mazda3-hatch-gsx-2-0-5at-hatch?referringPage=SearchResults,2023-09-24,Yes,2011,Light
Ford,Focus,Yes,200.0,160133.0,1.0," Right Front Damage, Impact Medium - Front, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006755089/2006-ford-focus-hatch?referringPage=SearchResults,2023-10-05,No,2006,Medium
Nissan,Sunny,Yes,250.0,272770.0,1.0," Left Side Damage, Impact Light - Front, Impact Light - Left Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006755231/2002-nissan-sunny-sedan?referringPage=SearchResults,2023-09-17,No,2002,Light
Audi,A4,Yes,1800.0,154818.0,1.0," Right Rear Damage, Right Side Damage, Impact Medium - Right Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006755264/2008-audi-a4-1-8t-fsi-multi-seda-sedan?referringPage=SearchResults,2023-10-03,No,2008,Medium
Toyota,Caldina,Yes,850.0,316671.0,1.0," Rear Damage, Impact Heavy - Rear, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006755362/1998-toyota-caldina-station-wagon?referringPage=SearchResults,2023-10-18,No,1998,Heavy
Mazda,Demio,Yes,550.0,92283.0,0.0," Glass Broken, Ignition Damage, Left Side Damage, Vandalised - Interior, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006755479/2004-mazda-demio-hatch?referringPage=SearchResults,2023-09-20,Yes,2004,Light
Toyota,Will,Yes,525.0,115582.0,0.0," Glass Broken, Ignition Damage, Right Rear Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006755786/2004-toyota-will-cypha-hatch?referringPage=SearchResults,2023-09-23,Yes,2004,Light
Yamaha,YS125A,Yes,150.0,3844.0,1.0," Stolen & Recovered, Selling Registered","Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006755836/2021-yamaha-ys125a-l-motorcycle?referringPage=SearchResults,2023-09-28,Yes,2021,Light
Hyundai,IX35,Yes,2050.0,116877.0,," Engine Damage, Selling Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006755866/2015-hyundai-ix35-gdi-elite-2-4p-a6-s-station-wagon?referringPage=SearchResults,2023-10-04,No,2015,Light
Mazda,Demio,Yes,1000.0,89975.0,1.0," Glass Broken, Interior Damage, Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006755924/2004-mazda-demio-hatch?referringPage=SearchResults,2023-10-17,Yes,2004,Light
Dodge,Caliber,Yes,500.0,182564.0,0.0," Front Damage, Glass Broken, Left Rear Damage, Left Side Damage, Malicious/Vandalised, Rear Damage, Right Rear Damage, Right Side Damage, Impact Light - Front, Impact Light - Rear, Impact Light - Left Side, Selling Registered","6spd Manual,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006755932/2009-dodge-caliber-sxt-crd-hatch?referringPage=SearchResults,2023-09-26,Yes,2009,Light
BMW,325i,Yes,500.0,190723.0,1.0," Engine Damage, Front Damage, Impact Light - Right Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006756016/2005-bmw-325i-sedan?referringPage=SearchResults,2023-09-28,No,2005,Light
Toyota,Corolla,Yes,1000.0,249122.0,0.0," Has Key, Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006756061/2005-toyota-corolla-runx-x-hatch?referringPage=SearchResults,2023-09-27,No,2005,Light
Ford,Focus,Yes,800.0,142738.0,1.0," Front Damage, Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006756227/2002-ford-focus-hatch?referringPage=SearchResults,2023-10-07,No,2002,Light
Mitsubishi,RVR,Yes,325.0,239658.0,2.0," Rear Damage, Impact Heavy - Front, Selling Registered","Automatic,",4.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006756275/2001-mitsubishi-rvr-station-wagon?referringPage=SearchResults,2023-10-01,No,2001,Heavy
Subaru,Forester,Yes,1000.0,119603.0,0.0," Interior Damage, Impact Light - Left Side, Impact Light - Right Side, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006756288/2007-subaru-forester-station-wagon?referringPage=SearchResults,2023-09-19,Yes,2007,Light
Honda,fit,Yes,600.0,109464.0,1.0," Right Side Damage, Impact Medium - Right Side, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006756298/2005-honda-fit-hatch?referringPage=SearchResults,2023-09-20,No,2005,Medium
Triumph,Street Triple,Yes,1800.0,78643.0,1.0," Front Damage, Rear Damage, Impact Heavy - Left Side, Impact Heavy - Right Side, Impact Medium - Front, Selling Registered","Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006756299/2010-triumph-street-triple-675-motorcycle?referringPage=SearchResults,2023-10-03,No,2010,Heavy
Subaru,Outback,Yes,525.0,175297.0,0.0," Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006756402/2005-subaru-outback-station-wagon?referringPage=SearchResults,2023-09-24,Yes,2005,Light
Holden,Cruze,Yes,1200.0,90744.0,2.0," Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006756966/2016-holden-cruze-equipe-1-8p-6at-sl--sedan?referringPage=SearchResults,2023-09-20,Yes,2016,Light
Toyota,Funcargo,Yes,1525.0,148160.0,0.0," Right Side Damage, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006758122/2002-toyota-funcargo-station-wagon?referringPage=SearchResults,2023-10-08,No,2002,Light
Toyota,Mr-s,Yes,1850.0,258000.0,0.0," Ignition Damage, Roof Damage, Impact Light - Roof, Selling Registered","Automatic,",2.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006758292/1999-toyota-mr-s-coup%C3%A9?referringPage=SearchResults,2023-10-04,Yes,1999,Light
Peugeot,207,Yes,375.0,60616.0,1.0," Front Damage, Impact Light - Rear, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006758343/2010-peugeot-207-xt-1-6-a-hatch?referringPage=SearchResults,2023-10-08,No,2010,Light
Mazda,Axela,Yes,3500.0,73002.0,1.0," Left Front Damage, Left Side Damage, Suspension Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006758516/2007-mazda-axela-hatch?referringPage=SearchResults,2023-09-24,No,2007,Light
Ford,Mondeo,Yes,600.0,220285.0,0.0," Has Key, Left Front Damage, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759051/1997-ford-mondeo-lx-2-0-hatch-manual-hatch?referringPage=SearchResults,2023-11-05,No,1997,Light
Mazda,Demio,Yes,400.0,215048.0,1.0," Right Side Damage, Impact Medium - Front, Impact Medium - Right Side, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759054/2004-mazda-demio-hatch?referringPage=SearchResults,2023-12-07,No,2004,Medium
Nissan,March,Yes,150.0,56207.0,1.0," Front Damage, Rear Damage, Impact Heavy - Entire Vehicle, Selling De-Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759069/2005-nissan-march-hatch?referringPage=SearchResults,2023-09-21,No,2005,Heavy
Honda,Insight,Yes,1000.0,192869.0,1.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759104/2012-honda-insight-s-hatch?referringPage=SearchResults,2023-11-28,No,2012,Light
Mitsubishi,Outlander,Yes,700.0,179326.0,1.0," Front Damage, Glass Broken, Left Side Damage, Malicious/Vandalised, Rear Damage, Right Side Damage, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759188/2012-mitsubishi-outlander-2-0-2wd-ls-station-wagon?referringPage=SearchResults,2023-09-27,Yes,2012,Light
Subaru,Legacy,Yes,125.0,241361.0,0.0," Glass Broken, Ignition Damage, Right Front Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759222/2001-subaru-legacy-b4-sedan?referringPage=SearchResults,2023-09-21,Yes,2001,Light
Mazda,Atenza,Yes,650.0,211985.0,1.0," Glass Broken, Ignition Damage, Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759227/2006-mazda-atenza-station-wagon?referringPage=SearchResults,2023-09-27,Yes,2006,Light
Toyota,Markx,Yes,600.0,150741.0,0.0," Glass Broken, Ignition Damage, Left Rear Damage, Impact Heavy - Left Side, Impact Heavy - Right Side, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759228/2006-toyota-markx-sedan?referringPage=SearchResults,2023-09-26,Yes,2006,Heavy
Toyota,Corolla,Yes,700.0,191912.0,2.0," Glass Broken, Ignition Damage, Left Rear Damage, Left Side Damage, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759263/2001-toyota-corolla-fielder-station-wagon?referringPage=SearchResults,2023-10-10,Yes,2001,Light
Mazda,Demio,Yes,475.0,256006.0,0.0," Glass Broken, Ignition Damage, Rear Damage, Impact Medium - Rear, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759268/2006-mazda-demio-hatch?referringPage=SearchResults,2023-09-23,Yes,2006,Medium
Mazda,Demio,Yes,525.0,172222.0,0.0," Ignition Damage, Left Rear Damage, Right Rear Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759295/2005-mazda-demio-hatch?referringPage=SearchResults,2023-10-15,Yes,2005,Light
Mazda,Demio,Yes,1025.0,155115.0,0.0," Front Damage, Glass Broken, Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759377/2005-mazda-demio-hatch?referringPage=SearchResults,2023-09-24,Yes,2005,Light
BMW,545i,Yes,1800.0,191799.0,1.0," Interior Damage, Ignition Damage, Impact Light - Left Side, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759396/2004-bmw-545i-sedan?referringPage=SearchResults,2023-10-03,Yes,2004,Light
BMW,320i,Yes,550.0,138675.0,1.0," Left Side Damage, Right Side Damage, Impact Medium - Front, Impact Medium - Left Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759489/2006-bmw-320i-touring?referringPage=SearchResults,2023-09-27,No,2006,Medium
Honda,Odyssey,Yes,200.0,220782.0,0.0," Ignition Damage, Right Front Damage, Impact Light - Left Side, Stolen & Recovered, Suspension Damage, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759719/1998-honda-odyssey-station-wagon?referringPage=SearchResults,2023-09-28,Yes,1998,Light
Ford,Falcon,Yes,3550.0,147518.0,0.0," Front Damage, Left Side Damage, Selling Registered","Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759780/1995-ford-falcon-xr6-sedan?referringPage=SearchResults,2023-10-18,No,1995,Light
Suzuki,Baleno,Yes,1025.0,108259.0,1.0," Left Front Damage, Left Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759808/1998-suzuki-baleno-wagon-gtxa-1-8-5dr-station-wagon?referringPage=SearchResults,2023-09-23,No,1998,Light
Triumph,Sprint,Yes,750.0,81723.0,1.0," Left Front Damage, Impact Heavy - Left Side, Selling Registered","Manual,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006759947/2008-triumph-sprint-nd-motorcycle?referringPage=SearchResults,2023-10-29,No,2008,Heavy
Honda,Accord,Yes,400.0,1.0,2.0," Front Damage, Glass Broken, Ignition Damage, Right Rear Damage, Right Side Damage, Dismantled - Interior, Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760083/1999-honda-accord-sedan?referringPage=SearchResults,2023-10-12,Yes,1999,Light
Holden,Epica,Yes,350.0,198563.0,1.0," Malicious/Vandalised, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760159/2008-holden-epica-cdx-auto-sedan?referringPage=SearchResults,2023-10-07,Yes,2008,Light
Harley-Davidson,Softail,Yes,10050.0,5308.0,, Selling Registered,"5spd Manual,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760231/2021-harley-davidson-softail-21-sport-glide-motorcycle?referringPage=SearchResults,2023-10-01,No,2021,Light
Nissan,Serena,Yes,2550.0,118589.0,1.0," Left Front Damage, Impact Medium - Front, Impact Medium - Left Side, Selling Registered","CVT,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760301/2011-nissan-serena-station-wagon?referringPage=SearchResults,2023-10-04,No,2011,Medium
Toyota,Corolla,Yes,600.0,215573.0,1.0," Right Rear Damage, Impact Light - Front, Impact Light - Rear, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760325/2003-toyota-corolla-1-8p-gl-sedan-5m-sedan?referringPage=SearchResults,2023-10-03,No,2003,Light
Mazda,Demio,Yes,300.0,126018.0,0.0," Front Damage, Ignition Damage, Left Front Damage, Dismantled - Interior, Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760337/1998-mazda-demio-hatchback-5-dr-1-5-hatch?referringPage=SearchResults,2023-09-28,Yes,1998,Light
Suzuki,GN250,Yes,300.0,16728.0,1.0," Glass Broken, Left Side Damage, Impact Light - Front, Selling Registered","Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760352/2005-suzuki-gn250-e-motorcycle?referringPage=SearchResults,2023-09-28,No,2005,Light
Mazda,Demio,Yes,850.0,137114.0,0.0," Interior Damage, Left Front Damage, Right Front Damage, Impact Light - Front, Impact Light - Left Side, Impact Light - Right Side, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760377/2005-mazda-demio-hatch?referringPage=SearchResults,2023-10-01,Yes,2005,Light
Toyota,Vitz,Yes,1000.0,141441.0,1.0," Left Side Damage, Impact Medium - Left Side, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760386/2009-toyota-vitz-hatch?referringPage=SearchResults,2023-10-17,No,2009,Medium
Ford,Ranger,Yes,2350.0,213652.0,1.0," Front Damage, Rear Damage, Impact Light - Front, Stolen & Recovered, Selling Registered","5spd Manual,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006760415/2007-ford-ranger-3-0td-xlt-dc-w-s-4x-dual-cab-utility?referringPage=SearchResults,2023-09-27,Yes,2007,Light
Citroen,C3,Yes,500.0,112633.0,1.0," Right Front Damage, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760416/2003-citroen-c3-1-4-sx-5dr-5sp-m-p-hatch?referringPage=SearchResults,2023-10-01,No,2003,Light
Nissan,Maxima,Yes,450.0,193557.0,1.0," Right Side Damage, Impact Heavy - Right Side, Impact Medium - Front, Impact Light - Rear, Selling Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760667/2006-nissan-maxima-3-5-petrol-ti-sedan?referringPage=SearchResults,2023-09-27,No,2006,Heavy
Toyota,Vitz,Yes,2150.0,72054.0,1.0," Glass Broken, Ignition Damage, Left Front Damage, Left Rear Damage, Right Side Damage, Impact Heavy - Left Side, Vandalised - Interior, Stolen & Recovered, Suspension Damage, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760668/2009-toyota-vitz-hatch?referringPage=SearchResults,2023-09-27,Yes,2009,Heavy
Mazda,Familia,Yes,625.0,174097.0,0.0," Ignition Damage, Left Front Damage, Left Rear Damage, Stolen & Recovered, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760710/2000-mazda-familia-sport20-station-wagon?referringPage=SearchResults,2023-10-01,Yes,2000,Light
Volkswagen,Touareg,Yes,1800.0,126070.0,1.0," Front Damage, Glass Broken, Impact Heavy - Front, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760790/2006-volkswagen-touareg-v6-station-wagon?referringPage=SearchResults,2023-10-03,No,2006,Heavy
Mazda,MAZDA3,Yes,650.0,245663.0,2.0," Front Damage, Impact Heavy - Front, Impact Medium - Left Side, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760919/2007-mazda-mazda3-sporthatch-sp23-2-3-hatch?referringPage=SearchResults,2023-09-27,No,2007,Heavy
Toyota,Corolla,Yes,700.0,114732.0,1.0," Front Damage, Impact Heavy - Front, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006760938/2000-toyota-corolla-1-8p-gl-hatch-4a-hatch?referringPage=SearchResults,2023-09-27,No,2000,Heavy
